PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201900025526	30015412			High detection rates of Torque teno sus virus in co-infection with important viral pathogens in porcine kidneys on St. Kitts Island, Lesser Antilles		Ghosh, Souvik (souvikrota@gmail.com) ; Soto, Esteban; Illanes, Oscar; Navarro, Ryan; Aung, Meiji Soe; Malik, Yashpal Singh; Kobayashi, Nobumichi; Fuentealba, Carmen (Carmen.Fuentealba@liu.edu)									Transboundary and Emerging Diseases		2018	OCT 2018	65	5	1175-1181	1175	1181							We report here high rates of detection (50.8%, 31/61 pigs) of Torque teno sus virus (TTSuV) in kidneys of slaughter-age, apparently healthy pigs on St. Kitts island, Lesser Antilles. TTSuV1 and TTSuVk2a were detected in 23 (37.7%) and 13 (21.3%) pigs, respectively, including mixed infection in five animals. By nucleotide sequence identities and phylogenetic analysis, significant genetic diversity was observed among both TTSuV1 and TTSuVk2a on St. Kitts, with TTSuVk2a showing higher genetic diversity than TTSuV1. Fourteen (45.2%) and 10 (32.2%) of the TTSuV infected pigs tested positive for porcine circovirus type 2 (PCV2) and porcine parvovirus (PPV), respectively, revealing high rates of co-infection of TTSuV with PCV2 and PPV. This is the first report on detection and genetic diversity of TTSuV from the Lesser Antilles. Also, PCV2 and PPV were detected for the first time in the Lesser Antilles. Considering the impact of pig farming on the regional livestock economy, the increasing demand for local pork and lack of information on emerging and re-emerging porcine viruses in the Lesser Antilles, the present findings have important implications on swine health.			Aung, Meiji Soe/AAB-6134-2020; Malik, Yashpal Singh/AAI-2259-2019; Aung, Meiji Soe/AAN-2379-2020	Aung, Meiji Soe/0000-0002-8402-5349; Ghosh, Souvik/0000-0001-7581-1033										1865-1674	1865-1682	10.1111/tbed.12960																		
J	BCI:BCI201801014931	30269794			High frequency and extensive genetic heterogeneity of TTSuV1 and TTSuVk2a in PCV2-infected and non-infected domestic pigs and wild boars from Uruguay		Ramos, Natalia (nramos@fcien.edu.uy) ; Mirazo, Santiago; Botto, German; Teixeira, Thais Fumaco; Cibulski, Samuel Paulo; Castro, Gustavo; Cabrera, Karina; Roehe, Paulo Michel; Arbiza, Juan (jarbiza@fcien.edu.uy)									Veterinary Microbiology		2018	OCT 2018	224		78-87	78	87							Torque teno sus virus (TTSuV) infection is common worldwide in both healthy and diseased swine and a relationship between this virus and a particular disease in pigs has not been established. This work aimed to investigate the presence of TTSuV1 and TTSuVk2a in Porcine Circovirus type 2 (PCV2)-infected and non -infected domestic pigs and free-living wild boars from Uruguay. Our data evidenced a high frequency of detection and a wide circulation of TTSuV among pig herds and wild boar populations. Furthermore, TTSuV1 + TTSuVk2a co-infection was more frequent than single infections in domestic pigs. In addition, we thoroughly characterized at the molecular level TTSuV strains by extensive sequence data analysis. Our findings revealed an extremely high genetic heterogeneity among Uruguayan isolates. On the basis of detailed analyses, we proposed a more comprehensive criterion of TTSuV classification which would contribute to shedding light over the genetic diversity of these viruses worldwide. On the other hand, data obtained suggested that neither TTSuV1 nor TTSuVk2a frequency of infection or viral loads have any correlation with PCV2 infection, health status or age. The role of TTSuV during co-infection with other pathogens and the age-related dynamics of TTSuV infection are currently under debate. Therefore, taking into account the controversial epidemiological data regarding these viruses and their ubiquitous infection, a likely role as components of the host microbiota should be brought into discussion.			Cibulski, Samuel P/G-5190-2017	Ramos, Natalia/0000-0003-1355-9463; Botto Nunez, German/0000-0002-4055-9277; Castro, Gustavo/0000-0001-5960-3197										0378-1135	1873-2542	10.1016/j.vetmic.2018.08.029																		
J	BCI:BCI201800852890	29971737			Novel anelloviruses identified in buccal swabs of Antarctic fur seals		Crane, Adele; Goebel, Michael E.; Kraberger, Simona; Stone, Anne C.; Varsani, Arvind (arvind.varsani@asu.edu)									Virus Genes		2018	OCT 2018	54	5	719-723	719	723							Viral diversity associated with Antarctic wildlife remains poorly studied. Nonetheless, over the past 5 years, there has been a concerted effort using viral metagenomics approaches to identify and characterize viruses associated with Antarctic pinniped and avian species. Here we used a viral metagenomics approach to identify circular DNA viruses in buccal swab samples from Antarctic fur seals (Arctocephalus gazella) breeding on Livingston Island, Antarctica during the 2016/2017 field season. We identified two new lineages of anelloviruses, torque teno Arctocephalus gazella virus (TTAgV)-1 (2083 nts) and -2 (2127-2143 nts), which are most closely related to and cluster with a previously identified anellovirus associated with California sea lions (Zalophus californianus) sharing similar to 60% genome-wide pairwise identity. The ORF1 of TTAgVs share 26-41% amino acid similarity to the ORF1 of other previously identified pinniped-associated anelloviruses.				Stone, Anne/0000-0001-8021-8314; Kraberger, Simona/0000-0002-7037-9242; Varsani, Arvind/0000-0003-4111-2415										0920-8569	1572-994X	10.1007/s11262-018-1585-9																		
J	BCI:BCI201800877860	30190594			Viral communities associated with porcine respiratory disease complex in intensive commercial farms in Sichuan province, China		Qin, Sinan; Ruan, Wenqiang; Yue, Hua (yhua900@163.com) ; Tang, Cheng; Zhou, Kelei; Zhang, Bin (binovy@sina.com)									Scientific Reports		2018	SEP 6 2018	8		Article No.: 13341	13341								Porcine respiratory disease complex (PRDC), a common piglet disease, causes substantive economic losses in pig farming. To investigate the viral diversity associated with PRDC, the viral communities in serum and nasal swabs from 26 PRDC-affected piglets were investigated using metagenomics. By deep sequencing and de novo assembly, 17 viruses were identified in two pooled libraries (16 viruses from serum, nine from nasal swabs). Porcine circovirus (PCV)-2, porcine reproductive and respiratory syndrome virus (PRRSV) and pseudorabies virus, all commonly associated with PRDC, were identified in the two pooled samples by metagenomics, but most viruses comprised small linear and circular DNAs (e.g. parvoviruses, bocaviruses and circoviruses). PCR was used to compare the detection rates of each virus in the serum samples from 36 PRDC-affected piglets versus 38 location-matched clinically healthy controls. The average virus category per sample was 6.81 for the PRDC-affected piglets and 4.09 for the controls. Single or co-infections with PCV-2 or PRRSV had very high detection rates in the PRDC-affected piglets. Interestingly, porcine parvovirus (PPV)-2, PPV-3, PPV-6 and torque teno sus virus 1a were significantly associated with PRDC. These results illustrate the complexity of viral communities in the PRDC-affected piglets and highlight the candidate viruses associated with it.														2045-2322	2045-2322	10.1038/s41598-018-31554-8																		
P	BCI:BCI201800802726				Infectious genomic DNA clone and serological profile of torque teno sus virus 1 and 2		Meng, Xiang-Jin; Huang, Yaowei				US 10067130					Official Gazette of the United States Patent and Trademark Office Patents		2018	SEP 4 2018												The present invention also provides infectious DNA clones, biologically functional plasmid or viral vector containing the infectious nucleic acid genome molecule of Torque teno sus virus (TTsuV). The present invention also provides methods for diagnosing TTsuV infection via immunological methods, e.g., enzyme-linked immunoabsorbent assay (ELISA) and Western blot using PTTV specific antigens for detecting serum PTTV specific antibodies which indicate infections TTsuV1, TTsuV2, and individual TTsuV1 genotypes.														0098-1133																				
J	BCI:BCI201900081526				Influence of the Treatment with Biologic Agents in the Viremia By the Endogenous Anellovirus Torque Teno Virus in Patients with Chronic Arthritis		Martin-Lopez, Maria; Albert, Eliset; Rodriguez-Almaraz, Esther; Gonzalez-Alvaro, Isidoro; Fernandez-Ruiz, Mario; Aguado, Jose M.; Navarro, David; Pablos, Jose L.									Arthritis & Rheumatology		2018	SEP 2018	70	Suppl. 9	2502	2502																						2326-5191	2326-5205																			
J	BCI:BCI201900081900				Torque Teno Virus Quantification for Functional Monitoring of Immunomodulation with Biological Compounds in the Treatment of Rheumatoid Arthritis		Studenic, Paul; Bond, Gregor; Kerschbaumer, Andreas; Becede, Manuel; Pavelka, Karel; Karateev, Dmitry; Stieger, Jutta; Puchner, Rudolf; Mueller, Ruediger; Puchhammer-Stoeckl, Elisabeth; Durechova, Martina; Loiskandl, Michaela; Perkmann, Thomas; Olejarova, Marta; Luchikhina, Elena; Steiner, Carl-Walter; Bonelli, Michael; Smolen, Josef S.; Aletaha, Daniel									Arthritis & Rheumatology		2018	SEP 2018	70	Suppl. 9	2876	2876											Karateev, Dmitry E/U-7142-2017; Pavelka, Karel/E-6578-2017; Luchikhina, Elena/AAX-6463-2020	Karateev, Dmitry E/0000-0002-2352-4080; Pavelka, Karel/0000-0003-1952-8422; Luchikhina, Elena/0000-0002-6519-1106										2326-5191	2326-5205																			
J	BCI:BCI201801007132	29253922			Prevalence and Genotyping of Torque Teno Virus in HBV/HIV and Chronic HBV Patients in Iran		Najafimemar, Zahra; Tabarraei, Alijan; Talei, Gholamreza; Moradi, Abdolvahab (abmoradi@gmail.com)									Iranian Biomedical Journal		2018	SEP 2018	22	5	338-344	338	344							Background: Torque teno virus (TTV) was the first human Anelloviridae detected in a Japanese patient with an unknown type of hepatitis in 1997. TTV is by far the first known single-stranded circular DNA virus infecting human. In spite of its widespread nature in human population, its pathogenesis is still unclear. In addition, information regarding TTV infection in Iranian population is limited. Therefore, we attempted to determine the prevalence and genotype of TTV in three groups: HIV/HBV patients, chronic hepatitis B patients, and healthy individuals. Methods: The presence of TTV DNA in sera was investigated using PCR. The primer sets encompassing two 5'-UTR and N22 regions were used, and the positive products were collected for sequencing. Phylogenetic tree was generated based on N22 region and using the MEGA 7 software. Results: TTV DNA was detected in 452 patients with HIV/HBV and chronic hepatitis B, as well as in healthy control groups. The results from PCR indicated positive rates for these three groups, 48%, 54%, and 49.3% using 5'-UTR primer and 15.1%, 12%, and 8% using N22 primer, respectively. Conclusion: Five genogroups were observed, which the second group was found to be the most frequent. The results of 5'-UTR primer showed more prevalence of TTV DNA comparing to N22 primer in patients and healthy control.														1028-852X	2008-823X	10.29252/ibj.22.5.338																		
J	BCI:BCI201800774877	29727487			Kinetics of torque teno virus DNA load in saliva and plasma following allogeneic hematopoietic stem cell transplantation		Albert, Eliseo; Torres, Ignacio; Talaya, Alberto; Gimenez, Estela; Luis Pinana, Jose; Carlos Hernandez-Boluda, Juan; Focosi, Daniele; Macera, Lisa; Maggi, Fabrizio; Solano, Carlos; Navarro, David (david.navarro@uv.es)									Journal of Medical Virology		2018	SEP 2018	90	9	1438-1443	1438	1443							Plasma torque teno virus (TTV) DNA load directly correlates with the degree of T-cell immune reconstitution early after allogeneic hematopoietic stem cell transplantation (allo-HSCT). Here, the kinetics of oral TTV DNA shedding was examined to assess whether quantitation of TTV DNA load in saliva may either replace or complement that in plasma for predicting lymphocyte (ALC) reconstitution after engraftment. This prospective observational study enrolled 38 nonconsecutive allo-HSCT recipients. Saliva and plasma specimens were collected at baseline (pretransplant) and at around days +30, +50, and +90 after allo-HSCT. TTV DNA was quantitated in both specimen types by real-time PCR. ALCs were measured by cytometry. A total of 104 paired saliva and plasma specimens were available for TTV PCR analyses. TTV DNA was detected more frequently in saliva than in plasma specimens at all time points (overall, 94.2% vs 86.5%). Increasing levels of TTV DNA were seen in both specimen types from day +30 to day +90 after transplantation. Overall, TTV DNA loads were significantly higher in saliva than in plasma specimens (P=.0002) and correlated significantly (P.0001). A direct correlation between TTV DNA loads in saliva and plasma and ALCs was observed after engraftment (P=.034 and P=.002, respectively). Future studies should be aimed at determining whether monitoring of oral TTV DNA shedding may be of any utility for inference of immune reconstitution after allo-HSCT.			Solano, Carlos/AAW-4678-2020	Solano, Carlos/0000-0003-3702-0817; Talaya, Alberto/0000-0001-5594-8083; Pinana, Jose Luis/0000-0001-8533-2562; Hernandez-Boluda, Juan Carlos/0000-0002-4289-3113										0146-6615	1096-9071	10.1002/jmv.25218																		
J	BCI:BCI201800793629	30093892			Identification of a Torque Teno Mini Virus (TTMV) in Hodgkin's Lymphoma Patients		Pan, Shaokun; Yu, Tian; Wang, Yanchun; Lu, Renquan; Wang, Huijie (wanghj98@hotmail.com) ; Xie, Youhua (yhxie@fudan.edu.cn) ; Feng, Xiping (fxiping1808@qq.com)									Frontiers in Microbiology		2018	JUL 26 2018	9		Article No.: 1680	1680								At least 12% of human cancers are caused by virus infection. To understand whether other viruses are associated with human cancers, a viral metagenomics approach was used to analyze the composition of the viral communities of the serum of the patients with Hodgkin's lymphoma (HL) and non-Hodgkin lymphoma. In this report, a human anellovirus TTMV named TTMV-SH was discovered from three patients with HL. The complete genome of TTMV-SH is 2812nt in length. Phylogenetic analysis based on ORF1 indicated that TTMV-SH of the 11 isolates cluster with TTMV strain TLMV-CBD231 sharing only 60.3-62% sequence similarity, and the sequences divergence is 41.5-43.1%, which indicates that TTMV-SH is a novel species. The TTMV-SH prevalence in HL group, especially in nodular sclerosing Hodgkin's lymphomas (NSHL), was significantly higher than in the healthy group implicated that the TTMV-SH may be associated with HL, especially NSHL.														1664-302X	1664-302X	10.3389/fmicb.2018.01680																		
J	BCI:BCI201800976649	29747074			High-dose zinc oral supplementation after stem cell transplantation causes an increase of TRECs and CD4+naive lymphocytes and prevents TTV reactivation		Iovino, Lorenzo (iovino-lorenzo@tiscali.it) ; Mazziotta, Francesco; Carulli, Giovanni; Guerrini, Francesca; Morganti, Riccardo; Mazzotti, Valentina; Maggi, Fabrizio; Macera, Lisa; Orciuolo, Enrico; Buda, Gabriele; Benedetti, Edoardo; Caracciolo, Francesco; Galimberti, Sara; Pistello, Mauro; Petrini, Mario									Leukemia Research		2018	JUL 2018	70		20-24	20	24							Introduction: Zinc plays an important role in thymic function and immune homeostasis. We performed a prospective clinical trial using a high-dose zinc oral supplementation to improve the immune reconstitution after hematopoietic stem cell transplant (HSCT).Patients and methods: We enrolled 18 patients undergoing autologous HSCT for multiple myeloma. Nine patients were randomized to receive only a standard antimicrobial prophylaxis; whereas, nine patients received in addition 150 mg/day of zinc from day +5 to day +100 after transplant.Results: CD4+ naive lymphocytes and TRECs showed a significant increase from day +30 until day +100 only in the zinc-treated group. Moreover, the load of Torquetenovirus, a harmless virus that replicates in course of immunedepression, increased at day +100 only in the control group. No severe adverse events were reported during the zinc consumption.Conclusion: First data from the ZENITH trial suggest that high-dose zinc supplementation is safe and may enhance the thymic reconstitution after HSCT. Registered: http://Clinicaltrials.gov (NCT03159845); and EUDRACT: 2014-28 004499-47.			Galimberti, Sara/AAB-3705-2019; Caracciolo, Francesco/AAM-5457-2020; Caracciolo, Francesco/C-4049-2014; MAZZIOTTA, FRANCESCO/AAU-8191-2020; benedetti, edoardo/AAB-3717-2019	Caracciolo, Francesco/0000-0002-2719-2722; Caracciolo, Francesco/0000-0002-2719-2722; Morganti, Riccardo/0000-0001-7783-0262; Benedetti, Edorado/0000-0001-5295-2087; , sara/0000-0001-7899-5966										0145-2126	1873-5835	10.1016/j.leukres.2018.04.016																		
J	BCI:BCI201800997136	30264878			Possible risks posed by single-stranded DNA viruses of pigs associated with xenotransplantation		Karuppannan, Anbu K.; Opriessnig, Tanja (Tanja.Opriessnig@roslin.ed.ac.uk)									Xenotransplantation		2018	JUL-AUG 2018	25	4	Article No.: e12453	e12453								Routine large-scale xenotransplantation from pigs to humans is getting closer to clinical reality owing to several state-of-the-art technologies, especially the ability to rapidly engineer genetically defined pigs. However, using pig organs in humans poses risks including unwanted cross-species transfer of viruses and adaption of these pig viruses to the human organ recipient. Recent developments in the field of virology, including the advent of metagenomic techniques to characterize entire viromes, have led to the identification of a plethora of viruses in many niches. Single-stranded DNA (ssDNA) viruses are the largest group prevalent in virome studies in mammals. Specifically, the ssDNA viral genomes are characterized by a high rate of nucleotide substitution, which confers a proclivity to adapt to new hosts and cross-species barriers. Pig-associated ssDNA viruses include torque teno sus viruses (TTSuV) in the Anelloviridae family, porcine parvoviruses (PPV), and porcine bocaviruses (PBoV) both in the family of Parvoviridae, and porcine circoviruses (PCV) in the Circoviridae family, some of which have been confirmed to be pathogenic to pigs. The risks of these viruses for the human recipient during xenotransplantation procedures are relatively unknown. Based on the scant knowledge available on the prevalence, predilection, and pathogenicity of pig-associated ssDNA viruses, careful screening and monitoring are required. In the case of positive identification, risk assessments and strategies to eliminate these viruses in xenotransplantation pig stock may be needed.			Opriessnig, Tanja/F-2984-2012; Karuppannan, Anbu Kumar/Q-9125-2019	Opriessnig, Tanja/0000-0001-9642-0904; Karuppannan, Anbu Kumar/0000-0003-3020-4867										0908-665X	1399-3089	10.1111/xen.12453																		
J	BCI:BCI201800726290	29915895			The Evolution of Lung Transplant Immunosuppression		Ivulich, Steven (s.ivulich@alfred.org.au) ; Westall, Glen; Dooley, Michael; Snell, Gregory									Drugs		2018	JUL 2018	78	10	965-982	965	982							Advances in immunosuppression have been a key component to the ongoing success of lung transplantation. The demographics of patients receiving a lung transplant have evolved with older, more critically ill patients and those with previously contraindicated indications, now becoming recipients. Despite the lack of new classes of maintenance immunosuppression drugs becoming available, advances have been made in the prescribing of traditional immunosuppressive therapies. Developments in immunosuppressive regimens have seen changes in the route of administration, approaches to monitoring and combinations used. Long-term complications of immunosuppression, such as nephrotoxicity and malignancy can limit the success of lung transplantation, and strategies have evolved in recent years to minimise their long-term impact. Although survival outcomes have been steadily improving, chronic lung allograft dysfunction remains a barrier to long-term success. However, treatments for antibody-mediated rejection are emerging as a potential new therapeutic target to decrease the incidence of chronic lung allograft dysfunction. This article provides an update on the current status of immunosuppression after lung transplantation and reviews the evidence for immunosuppressive regimens and the implications for practice.				Westall, Glen/0000-0002-3711-068X										0012-6667	1179-1950	10.1007/s40265-018-0930-6																		
J	BCI:BCI201800768245				Development and verification of a PCR assay for Torque teno sus virus in cells and trypsin for preparation of vaccine for human use as well as final product of the vaccine		Ren Fang-fang; Qian Xing-li; Song Cai-hua; Chen Wei; Zhao Yong; Liu Xin-yi; Hong Chao; Yang Xiao-lei (yxl@imbcams.com.cn)									Chinese Journal of Biologicals		2018	JUN 2018	31	6	656-661	656	661							Objective To develop and verify a PCR assay for Torque teno sus virus type 1 (TFSuV1) and type 2 (TTSuV2) in the cells and trypsin for production of vaccine for human use as well as the final product of vaccine. Methods Partial DNA sequences of TTSuV1 (JN688927) and TTSuV2 (AY823991) genomes were synthesized according to the two sequences in GenBank, and inserted into vector pUC57. The constructed recombinant plasmids were used as templates for TTSuV1 gene fragment at a length of 316 bp and TTSuV2 gene fragment at a length of 252 bp by PCR. The PCR assay was verified for sensitivity and specificity, by which Vero, KMB17, MRCS, Hep2 and BT cells, two batches of 0. 1% trypsin, three batches of virus harvests of inactivated poliomyelitis vaccine made from Sabin strain (SIPV), one hatch of final product of SIPV, one batch of final product of hepatitis A (live) vaccine, freeze-dried (fHAV), and one batch of final product of inactivated enterovirus type 71 vaccine (EV71) were tested. Results The minimum detection limits of developed PCR assay for TTSuV1 and TTSuV2 were 10 and 0. 01 fg / mu L respectively. Specific TTSuV1 and TTSuV2 genes were amplified by the developed PCR assay. No TTSuV1 and TTSuV2 DNAs were found in two batches of trypsin, Vero, KMB17, MRCS, Hep2 and BT cells as well as six hatches of vaccines. Conclusion A PCR assay for TTSuV raw materials and cells for vaccine production as well as harvest and final product of vaccine was successfully developed, which showed high sensitivity and specificity, and might be used for the determination of TTSuV in vaccine production in Institute of Medical Biology, Chinese Academy of Medical Science and Peking Union Medical College.														1004-5503	1004-5503																			
J	BCI:BCI201800640084	29625161			Development of a TaqMan-based real-time PCR assay for the rapid and specific detection of pigeon torque teno virus		Wan, Chunhe (chunhewan@126.com) ; Chen, Cuiteng; Cheng, Longfei; Fu, Guanghua; Shi, Shaohua; Fu, Qiuling; Liu, Rongchang; Chen, Hongmei; Huang, Yu (huangyu_815@163.com)									Molecular and Cellular Probes		2018	JUN 2018	39		53-56	53	56							Pigeon torque teno virus (PTTV), a recently discovered circular DNA virus. Here, we developed a TaqMan-based real-time PCR for rapid and specific detection of PTTV infections with sensitivity up to 49.3 copies/mu l. Positive signals can be observed by the assay in pigeon embryonated eggs, which indicted that PTTV can be transmitted vertically. Our findings play important implications for a better understanding the transmission of torque teno virus in pigeons.				Wan, Chunhe/0000-0003-2011-5609										0890-8508		10.1016/j.mcp.2018.04.001																		
J	BCI:BCI201800665760	29843750			Torque teno virus dynamics during the first year of life		Tyschik, Elena A.; Rasskazova, Anastasiya S.; Degtyareva, Anna, V; Rebrikov, Denis, V (ncagip4@mail.com) ; Sukhikh, Gennady T.									Virology Journal		2018	MAY 30 2018	15		Article No.: 96	96								Background: Torque teno virus is a small chronically persisting circular negative ssDNA virus reaching near 100% prevalence. It is reported to be a marker for immune function in immunocompromised patients. The possibility of vertical maternal-fetal transmission remains controversial but incidence rate of TTV DNA in children increased with age. TTV dynamics well studied for allogeneic hematopoietic stem cell transplantation as a predictor of post-transplant complications but there is no viral proliferation kinetics data for other patient groups or healthy individuals. The aim of this study was to determine TTV dynamics during the first year of life of healthy infants.Methods: Ninety eight clinically healthy breastfeeding infants (1-12 months of age) were analyzed by quantitative PCR for the whole blood TTV load with the test sensitivity of about 1000 viral copies per milliliter of blood (total number of samples including repeatedly tested infants was 109).Results: 67% of all analyzed samples were TTV-positive demonstrating significant positive correlation between age arid UV load (r = 0.81, p < 0.01).Conclusions: This is the first study to suggest that viral load increases during the first year of life reaching a plateau after 6 months with strong proliferation for the first 60 days. Our data well correlates with TTV dynamics in patients following allogeneic hematopoietic stem cell transplantation.			Poltavets, Anastasiya/AAC-6867-2019; Lolomadze, Elena/T-6101-2017; Rebrikov, Denis/AAH-3811-2020; Rebrikov, Denis/G-8672-2016	Lolomadze, Elena/0000-0001-5611-7345; Suhih, Gennadii Tihonovic/0000-0002-7712-1260; Degtyareva, Anna/0000-0003-0822-751X; Poltavets, Anastasiya/0000-0002-1619-3500; Rebrikov, Denis/0000-0002-1884-1807										1743-422X		10.1186/s12985-018-1007-6																		
J	BCI:BCI201800354263	29285888			Presence of Torque teno sus virus 1 and 2 in porcine circovirus 3-positive pigs		Zheng, S.; Shi, J.; Wu, X.; Peng, Z.; Xin, C.; Zhang, L.; Liu, Y.; Gao, M.; Xu, S.; Han, H.; Yu, J.; Sun, W.; Cong, X.; Li, J. (junli79@163.com) ; Wang, J. (wangjb@saas.ac.cn)									Transboundary and Emerging Diseases		2018	APR 2018	65	2	327-330	327	330							In this study, the co-infection of Torque teno sus virus (TTSuV) and porcine circovirus type 3 (PCV3) was reported. One hundred and ten of 132 (83.3%) PCV3-positive samples were co-infected with Torque teno sus virus 1 (TTSuV1). Ninety-four of 132 (71.2%) PCV3-positive samples were co-infected with Torque teno sus virus 2 (TTSuV2). Sixty-six of 132 (50.0%) of PCV3-positive samples were co-infected with both TTSuV1 and TTSuV2. There were no clinical signs of infection in pigs that were both PCV3-positive and PCV2-negative, in either multiparous sows or live-born infants. The high co-infection rate provides valuable information for the further study of the pathological correlation between PCV3 and TTSuVs.														1865-1674	1865-1682	10.1111/tbed.12792																		
J	BCI:BCI201800382578	29568043			First detection of human hepegivirus-1 (HHpgV-1) in Iranian patients with hemophilia		Bijvand, Yazdan; Aghasadeghi, Mohammad Reza; Sakhaee, Fatemeh; Pakzad, Parviz; Vaziri, Farzam; Saraji, Alireza Azizi; Jamnani, Fatemeh Rahimi; Siadat, Seyed Davar; Fateh, Abolfazl (afateh2@gmail.com)									Scientific Reports		2018	MAR 22 2018	8		Article No.: 5036	5036								A novel blood-borne virus called the human hepegivirus 1 (HHpgV-1) was recently discovered in hemophilia patients. The present study aimed to investigate the presence of HHpgV-1 in hemophilia patients. A total of 436 serum samples were investigated for the presence of hepatitis C virus (HCV), human pegivirus-1 (HPgV-1), torque teno virus (TTV), and HHpgV-1. Out of the 436 patients, 163 (37.4%), 19 (4.4%), 76 (17.4%), and four (0.9%) patients were positive for HCV, HPgV-1, TTV, and HHpgV-1, respectively. HHpgV-1 patients had a mean viral load of 4.9 +/- 0.3 log RNA copies/mL and were co-infected with HCV-1a, HPgV-1, and TTV. Moreover, three HHpgV-1-positive patients exhibited stage F0 liver fibrosis. HCV viral load in HHpgV-1-positive patients was lower than those of HHpgV-1-negative patients. Results also revealed that co-infection of HHpgV-1 with HPgV-1 and HCV may play a protective role in patients with chronic HCV. In conclusion, we detected a low frequency of HHpgV-1 infection in hemophilia patients, and results suggested that HHpgV-1 infection was correlated with the presence of other blood-borne viruses and is likely to also correlate with low HCV viral load and reduced severity of liver disease. Additional studies are required to further investigate the clinical importance of HHpgV-1.			Vaziri, Farzam/K-9535-2017; Siadat, Seyed Davar/A-2204-2012; Rahimi Jamnani, Fatemeh/F-2752-2015	Vaziri, Farzam/0000-0001-7788-2548; Rahimi Jamnani, Fatemeh/0000-0001-7172-8435; Siadat, Seyed Davar/0000-0002-6892-5603										2045-2322	2045-2322	10.1038/s41598-018-23490-4																		
J	BCI:BCI201800373394	29559624			Biodiversity of rodent anelloviruses in China		Du, Jiang; Li, Yuhui; Lu, Liang; Zheng, Dandan; Liu, Bo; Yang, Li; Su, Haoxiang; Dong, Jie; Sun, Lilian; Zhu, Yafang; Yang, Jian; Yang, Fan; Zhang, Xiaobing; Liu, Qiyong; Wu, Zhiqiang (wuzq2009@ipbcams.ac.cn) ; Jin, Qi (zdsys@vip.sina.com)									Emerging Microbes & Infections		2018	MAR 21 2018	7		Article No.: 38	38																						2222-1751	2222-1751	10.1038/s41426-018-0037-x																		
J	BCI:BCI201800383833	29407376			Detection and phylogenetic analysis of torque teno virus (TTV) carried by murine rodents and house shrews in China		Xiong, Yi-Quan; Mo, Yun; Chen, Ming-Ji; Cai, Wei; He, Wen-Qiao; Chen, Qing (qch.2009@163.com)									Virology		2018	MAR 2018	516		189-195	189	195							Between May 2015 and May 2017, 496 animals (473 murine rodents and 23 house shrews) were captured in six regions of China. A total of 22.8% (113/496) of throat swabs, 29.1% (142/488) of fecal samples and 23.8% (54/227) of serum samples tested positive for rodent torque teno virus 3 (RoTTV3). The positive rate in Rattus norvegicus was higher than the rate in Rattus tanezumi and Rattus losea. Of 23 house shrews, one throat swab and one serum sample were positive for RoTTV3. Ten murine rodents were simultaneously positive for RoTTV3 in throat swab, fecal and serum samples. Phylogenetic analysis showed that the 12 near-full length genomes of RoTTVs sequences obtained in this study represented a novel RoTTV genotype (RoTTV3). In conclusion, high prevalence rates of RoTTV3 were found in three common murine rodents in China, and the RoTTV3 obtained in this study were classified as a novel genotype of RoTTV.														0042-6822		10.1016/j.virol.2018.01.017																		
